Date,Open,High,Low,Close,Volume
2006-12,50.90157699584961,69.19609069824219,50.26295852661133,65.98797607421875,84701771
2007-01,64.22990417480469,87.15251922607422,62.58452224731445,77.5582275390625,85468299
2007-02,75.12396240234375,79.61682891845703,65.60480499267578,65.84523010253906,37910698
2007-03,72.42674255371094,77.72351837158203,68.36964416503906,70.9992446899414,78521834
2007-04,71.37490844726562,79.17355346679688,68.67017364501953,71.69046020507812,127645653
2007-05,69.87227630615234,86.70172882080078,67.54319763183594,76.611572265625,139778868
2007-06,81.90082550048828,98.75281524658203,71.42749786376953,89.9173583984375,93634170
2007-07,89.40646362304688,97.6709213256836,82.11870574951172,96.97219848632812,43967799
2007-08,96.91960906982422,121.70548248291016,93.92185974121094,120.15777587890625,59276680
2007-09,120.88655090332031,122.76483917236328,104.11720275878906,113.05033874511719,70138847
2007-10,113.05033874511719,149.5116424560547,110.06761932373047,143.50863647460938,48593260
2007-11,144.6280975341797,144.6280975341797,125.84523010253906,130.34561157226562,29579975
2007-12,129.6243438720703,172.87753295898438,129.601806640625,166.7993927001953,40007923
2008-01,172.80239868164062,173.2156219482422,151.01426696777344,154.7933807373047,70965762
2008-02,154.01202392578125,161.2697296142578,137.640869140625,146.5063934326172,29127602
2008-03,153.34335327148438,171.9759521484375,134.8610076904297,141.029296875,39938192
2008-04,142.37416076660156,145.00375366210938,116.45379638671875,137.58827209472656,47964639
2008-05,137.58827209472656,140.87152099609375,125.47708129882812,126.3260726928711,22555156
2008-06,126.82193756103516,129.2261505126953,96.16829681396484,104.11720275878906,29882620
2008-07,104.11720275878906,123.95942687988281,100.99173736572266,120.12772369384766,21362526
2008-08,119.31629943847656,120.96168518066406,101.40496063232422,105.17655944824219,15612990
2008-09,104.95867919921875,108.1893310546875,86.53643798828125,99.09091186523438,47419705
2008-10,99.09091186523438,99.09841918945312,66.12321472167969,69.27122497558594,39179991
2008-11,68.38467407226562,80.39068603515625,63.26070785522461,76.48384857177734,55495059
2008-12,76.18331909179688,90.75882720947266,75.16152954101562,81.66791534423828,45835392
2009-01,81.66791534423828,83.45604705810547,74.38016510009766,77.53569030761719,66650186
2009-02,78.5048828125,99.17355346679688,75.13147735595703,88.97821044921875,97450051
2009-03,87.9038314819336,95.04132080078125,83.23065185546875,86.20585632324219,80035071
2009-04,86.38617706298828,98.20435333251953,85.57475280761719,87.41547393798828,91329007
2009-05,87.41547393798828,90.75882720947266,84.19233703613281,86.22840118408203,61643793
2009-06,86.4087142944336,112.92261505126953,86.18331909179688,111.20210266113281,102732930
2009-07,110.14274597167969,119.43651580810547,106.31104278564453,112.71224975585938,97871674
2009-08,114.1998519897461,131.85574340820312,111.10443115234375,112.68970489501953,90229547
2009-09,112.69721984863281,128.9932403564453,112.36663818359375,123.86175537109375,60968029
2009-10,123.86175537109375,127.71600341796875,116.82945251464844,118.41472625732422,62428250
2009-11,117.20510864257812,133.06536865234375,116.81442260742188,130.66116333007812,86842987
2009-12,129.7896270751953,136.03305053710938,122.8399658203125,127.5882797241211,81554761
2010-01,127.5882797241211,130.26295471191406,120.2854995727539,126.62659454345703,84239747
2010-02,126.88204193115234,131.93087768554688,123.36589050292969,125.34935760498047,40184649
2010-03,125.05635070800781,125.80766296386719,117.89631652832031,119.27873992919922,50289713
2010-04,119.29376220703125,120.58602142333984,95.98046875,96.94214630126953,151527526
2010-05,96.94214630126953,102.5544662475586,94.29000854492188,99.0833969116211,63212401
2010-06,98.98572540283203,107.13748931884766,94.29752349853516,95.68745422363281,52079316
2010-07,96.05559539794922,107.51314544677734,93.58377075195312,104.18482208251953,61196541
2010-08,104.15476989746094,120.95417022705078,104.15476989746094,119.63185119628906,75337176
2010-09,119.30879211425781,130.3155517578125,117.12997436523438,126.76934814453125,52759501
2010-10,126.81442260742188,132.55447387695312,116.30352783203125,122.60706329345703,99050998
2010-11,122.61457824707031,166.79188537597656,121.1495132446289,153.8767852783203,203999326
2010-12,152.51690673828125,159.65438842773438,133.2832489013672,138.18182373046875,136305093
2011-01,138.18182373046875,141.17205810546875,127.40796661376953,133.7265167236328,89598620
2011-02,133.73403930664062,141.84823608398438,132.2313995361328,134.24493408203125,60616521
2011-03,134.26747131347656,145.8302001953125,131.10443115234375,135.12396240234375,105622219
2011-04,135.2216339111328,139.0533447265625,128.30203247070312,136.97219848632812,77305416
2011-05,136.97219848632812,153.25318908691406,136.73928833007812,153.11795043945312,84957194
2011-06,153.34335327148438,160.2554473876953,149.36138916015625,159.75205993652344,77307968
2011-07,159.09091186523438,172.6280975341797,156.8594970703125,170.81817626953125,70659256
2011-08,171.34710693359375,181.4049530029297,159.50413513183594,177.49586486816406,83611984
2011-09,177.43801879882812,178.0826416015625,152.80992126464844,157.51239013671875,66729878
2011-10,157.51239013671875,170.90908813476562,151.2396697998047,168.7686004638672,46847377
2011-11,167.9173583984375,178.58677673339844,165.04132080078125,173.60330200195312,70678215
2011-12,176.19834899902344,178.6776885986328,154.12396240234375,159.75205993652344,74292270
2012-01,159.25619506835938,161.05784606933594,141.2396697998047,154.05784606933594,67999385
2012-02,153.88429260253906,169.42149353027344,151.64462280273438,168.97520446777344,59978689
2012-03,168.19834899902344,178.42974853515625,159.48760986328125,162.77685546875,93107953
2012-04,162.77685546875,186.34710693359375,162.0661163330078,185.58677673339844,49369099
2012-05,185.58677673339844,196.5289306640625,178.42974853515625,195.60330200195312,80382922
2012-06,196.6942138671875,205.21487426757812,191.8429718017578,197.64462280273438,53247801
2012-07,198.34710693359375,219.9008331298828,195.05784606933594,203.66941833496094,83318282
2012-08,203.4545440673828,216.2396697998047,176.44627380371094,181.6198272705078,78705682
2012-09,181.6198272705078,203.86776733398438,181.6198272705078,203.14048767089844,67027684
2012-10,203.14048767089844,210.7107391357422,196.26446533203125,204.41322326660156,38092126
2012-11,205.13223266601562,207.31405639648438,170.90908813476562,178.52066040039062,66025177
2012-12,176.03305053710938,182.64462280273438,152.0661163330078,172.74380493164062,167416792
2013-01,172.74380493164062,179.87603759765625,142.1487579345703,147.8512420654297,156099480
2013-02,147.834716796875,155.70248413085938,142.1487579345703,144.6280975341797,90898310
2013-03,144.04959106445312,155.86776733398438,134.14048767089844,139.55372619628906,119242023
2013-04,138.9173583984375,148.7603302001953,132.60330200195312,143.7933807373047,77848006
2013-05,143.7933807373047,171.21487426757812,139.6942138671875,162.89256286621094,99680600
2013-06,163.71900939941406,169.66941833496094,145.47933959960938,158.9834747314453,70385359
2013-07,158.70248413085938,165.17355346679688,136.8512420654297,139.25619506835938,90196594
2013-08,140.47933959960938,150.6942138671875,138.4710693359375,139.48760986328125,64285489
2013-09,132.89256286621094,132.89256286621094,109.93388366699219,112.34710693359375,174723007
2013-10,112.34710693359375,122.06611633300781,108.67768859863281,111.6611557006836,94012733
2013-11,111.01652526855469,121.0330581665039,110.5785140991211,116.89256286621094,77246095
2013-12,115.71074676513672,115.92562103271484,101.23966979980469,106.09917449951172,73306431
2014-01,106.09917449951172,118.82644653320312,97.52892303466797,109.25619506835938,94473582
2014-02,109.25619506835938,125.60330200195312,108.14875793457031,123.98347473144531,73784576
2014-03,123.9669418334961,145.6198272705078,122.58677673339844,127.85124206542969,109490891
2014-04,127.85950469970703,148.42974853515625,127.60330200195312,135.43801879882812,85916079
2014-05,135.43801879882812,135.43801879882812,118.67768859863281,126.62809753417969,52475553
2014-06,126.62809753417969,135.3719024658203,123.41322326660156,129.07272338867188,45254313
2014-07,129.6272735595703,153.72726440429688,127.81818389892578,145.6999969482422,75118702
2014-08,145.6090850830078,151.50909423828125,140.90908813476562,143.845458984375,59898325
2014-09,143.81817626953125,152.8727264404297,141.4545440673828,147.3909149169922,69111045
2014-10,147.3909149169922,147.3909149169922,139.70909118652344,142.4363555908203,64573105
2014-11,142.5,152.72726440429688,132.27272033691406,141.6727294921875,132517368
2014-12,142.33636474609375,175.89999389648438,141.81817626953125,172.38182067871094,198721811
2015-01,172.38182067871094,185.6727294921875,155.88182067871094,161.07272338867188,106079662
2015-02,159.55455017089844,176.81817626953125,157.72726440429688,173.68182373046875,73008593
2015-03,173.4545440673828,182.5181884765625,166.6090850830078,178.14544677734375,105328677
2015-04,178.20909118652344,244.5454559326172,175.25454711914062,229.3000030517578,211349443
2015-05,229.3000030517578,263.6363525390625,218.07272338867188,239.845458984375,124639064
2015-06,239.94544982910156,248.18182373046875,207.09091186523438,234.22726440429688,199294885
2015-07,231.81817626953125,257.2727355957031,197.47999572753906,206.89999389648438,274677727
2015-08,205.0,214.2899932861328,166.1999969482422,195.3699951171875,126991221
2015-09,191.82000732421875,209.5399932861328,185.0,190.30999755859375,69207425
2015-10,190.30999755859375,218.3000030517578,190.30999755859375,213.86000061035156,41733966
2015-11,214.60000610351562,224.66000366210938,206.6300048828125,214.30999755859375,51595450
2015-12,213.0,229.17999267578125,209.0,218.19000244140625,51472372
2016-01,218.19000244140625,218.19000244140625,195.50999450683594,200.64999389648438,56520821
2016-02,202.10000610351562,220.8800048828125,199.60000610351562,214.91000366210938,38907857
2016-03,215.9600067138672,253.3800048828125,210.39999389648438,247.63999938964844,87801309
2016-04,248.9499969482422,257.6000061035156,235.8000030517578,251.1999969482422,64087082
2016-05,251.1999969482422,266.6199951171875,243.10000610351562,264.4700012207031,55545757
2016-06,265.3999938964844,298.20001220703125,263.0,291.9200134277344,57122798
2016-07,287.20001220703125,326.79998779296875,284.0,313.1499938964844,77237906
2016-08,313.0,322.4800109863281,300.07000732421875,310.19000244140625,68824151
2016-09,309.70001220703125,312.0,287.55999755859375,297.9100036621094,47093962
2016-10,297.9100036621094,322.79998779296875,297.9100036621094,317.95001220703125,41350118
2016-11,317.95001220703125,330.45001220703125,308.3699951171875,319.0799865722656,61172644
2016-12,320.0,340.0,315.82000732421875,334.1499938964844,69383563
2017-01,334.1499938964844,359.79998779296875,332.80999755859375,344.4200134277344,61084431
2017-02,344.4200134277344,366.5199890136719,341.9200134277344,354.6600036621094,49733903
2017-03,355.1000061035156,396.5,354.5299987792969,386.3599853515625,72226740
2017-04,386.3599853515625,428.67999267578125,380.6000061035156,413.4800109863281,73875923
2017-05,413.4800109863281,456.4800109863281,398.0,442.94000244140625,67841232
2017-06,442.5,485.0,441.010009765625,471.8500061035156,73868877
2017-07,474.20001220703125,487.9599914550781,441.20001220703125,481.2200012207031,79373118
2017-08,481.0,501.1000061035156,471.1300048828125,491.1499938964844,61250554
2017-09,490.20001220703125,525.8800048828125,469.9800109863281,517.6400146484375,57030660
2017-10,517.6400146484375,655.0,517.6400146484375,618.030029296875,70189113
2017-11,620.8800048828125,719.9600219726562,613.010009765625,631.0,142506018
2017-12,638.010009765625,726.5,615.260009765625,697.489990234375,106488528
2018-01,697.489990234375,799.0599975585938,689.8900146484375,764.5399780273438,123433891
2018-02,767.0,767.2999877929688,658.0,725.6199951171875,96218090
2018-03,728.0,753.989990234375,658.4099731445312,683.6199951171875,98782016
2018-04,680.0,714.780029296875,645.0,662.530029296875,69063395
2018-05,662.530029296875,751.6199951171875,645.0599975585938,751.1300048828125,90433658
2018-06,751.1300048828125,803.5,697.0,731.4600219726562,87529994
2018-07,734.52001953125,764.1099853515625,678.22998046875,726.4400024414062,75239299
2018-08,731.4000244140625,732.2999877929688,616.8599853515625,659.1900024414062,87358113
2018-09,652.0,733.2000122070312,620.0,730.0,68664033
2018-10,730.0,730.0,509.0199890136719,548.9000244140625,127006536
2018-11,555.0,600.0,536.7999877929688,565.0,93308873
2018-12,589.0,616.5,553.6099853515625,590.010009765625,63106546
2019-01,590.010009765625,698.8800048828125,582.02001953125,689.5999755859375,84152984
2019-02,697.0399780273438,763.4199829101562,688.1799926757812,755.010009765625,63933067
2019-03,761.5,866.6799926757812,733.6500244140625,853.989990234375,109451307
2019-04,860.0,990.0,834.2100219726562,974.0,99574855
2019-05,974.0,974.0,842.5,890.0,122994931
2019-06,892.0,1001.0,840.0,984.0,82661740
2019-07,1004.52001953125,1035.5999755859375,938.1500244140625,972.5999755859375,83398031
2019-08,976.510009765625,1146.0,923.7999877929688,1142.0,85249029
2019-09,1139.989990234375,1188.8699951171875,1066.0,1150.0,68700474
2019-10,1150.0,1215.6800537109375,1109.02001953125,1180.010009765625,53916485
2019-11,1181.0,1241.6099853515625,1112.8900146484375,1129.0,57035014
2019-12,1118.199951171875,1195.5,1117.739990234375,1183.0,59679279
2020-01,1183.0,1183.0,1037.0,1052.800048828125,79236403
2020-02,985.0,1124.0,980.0,1057.0,84368612
2020-03,1050.1099853515625,1176.0,960.0999755859375,1111.0,113791314
2020-04,1117.0,1299.93994140625,1103.0,1265.699951171875,61863828
2020-05,1265.699951171875,1371.9599609375,1250.0,1366.5999755859375,47674333
2020-06,1381.0,1482.0,1381.0,1462.8800048828125,53122478
2020-07,1468.0,1787.0,1464.02001953125,1678.1800537109375,114218890
2020-08,1686.8800048828125,1816.0,1598.5,1786.5,66472604
2020-09,1790.0,1828.0,1621.02001953125,1668.5,66045252
2020-10,1668.5,1750.6199951171875,1616.1199951171875,1670.02001953125,47263655
2020-11,1679.0,1809.9000244140625,1672.0,1713.9100341796875,61049453
2020-12,1726.0,1998.97998046875,1720.010009765625,1998.0,82230512
2021-01,1998.0,2187.0,1982.4599609375,2116.179931640625,84880748
2021-02,2135.0,2627.8798828125,2067.300048828125,2122.780029296875,80672503
2021-03,2160.0,2180.0,1900.1800537109375,2009.0,109262914
2021-04,2024.0,2165.0,1990.0,2006.780029296875,72231208
2021-05,2006.780029296875,2320.0,1866.010009765625,2218.0,66029681
2021-06,2222.0,2288.0,2021.0,2056.699951171875,65376463
2021-07,2059.969970703125,2110.0,1657.760009765625,1678.989990234375,100367872
2021-08,1664.0,1802.8800048828125,1525.5,1558.0,122767323
2021-09,1559.0,1863.4000244140625,1531.0999755859375,1830.0,94162953
2021-10,1830.0,1949.949951171875,1787.0,1826.0799560546875,56517683
2021-11,1780.0,1990.0,1735.0,1930.77001953125,70914752
2021-12,1950.0,2216.9599609375,1919.02001953125,2050.0,89630702
2022-01,2050.0,2068.949951171875,1835.3399658203125,1887.0,61614934
2022-02,1887.0,1913.56005859375,1748.0999755859375,1790.4000244140625,50150188
2022-03,1802.0,1863.5699462890625,1593.0,1719.0,101300439
2022-04,1729.93994140625,1849.0,1700.0,1828.3800048828125,65067625
2022-05,1828.3800048828125,1870.0,1705.010009765625,1804.030029296875,54057347
2022-06,1802.0,2077.0,1758.0,2045.0,68527543
2022-07,2055.0,2067.77001953125,1878.0999755859375,1898.43994140625,49856830
2022-08,1890.010009765625,1939.5,1851.0,1924.0,49792725
2022-09,1912.1500244140625,1916.0,1811.010009765625,1872.5,49850719
2022-10,1872.5,1891.0,1333.0,1350.0,101008970
2022-11,1359.0,1604.0,1359.0,1599.0,103833876
2022-12,1660.0,1816.0,1621.199951171875,1727.0,64213759
2023-01,1727.0,1935.0,1706.010009765625,1845.760009765625,44202953
2023-02,1854.97998046875,1887.0,1760.0,1813.739990234375,52847305
2023-03,1813.0,1848.0,1723.969970703125,1820.0,46865651
2023-04,1825.0,1827.77001953125,1684.010009765625,1760.52001953125,45270884
2023-05,1760.52001953125,1777.6700439453125,1626.6700439453125,1628.9000244140625,47550660
2023-06,1618.0,1800.0,1618.0,1691.0,43912652
2023-07,1699.0,1935.0,1690.0,1880.5799560546875,44514216
2023-08,1878.010009765625,1906.949951171875,1770.0799560546875,1847.0,49027320
2023-09,1852.8299560546875,1879.93994140625,1773.0,1798.550048828125,37160992
2023-10,1798.550048828125,1798.97998046875,1616.25,1684.5799560546875,47867377
2023-11,1850.0,1850.0,1736.6600341796875,1791.5,47932606
2023-12,1789.31005859375,1789.699951171875,1635.0,1726.0,55601980
2024-01,1726.0,1726.0,1555.550048828125,1604.9100341796875,65687435
2024-02,1605.5,1737.9300537109375,1581.0,1695.0,54455207
2024-03,1690.0,1749.0999755859375,1666.6800537109375,1702.9000244140625,51346885
2024-04,1709.989990234375,1739.43994140625,1634.030029296875,1705.0,57007757
2024-05,1705.0,1777.800048828125,1648.449951171875,1648.449951171875,51091654
2024-06,1650.0,1658.6800537109375,1414.010009765625,1467.3900146484375,73418973
2024-07,1468.8800048828125,1529.97998046875,1361.300048828125,1421.280029296875,70113232
2024-08,1418.0,1469.0,1373.5999755859375,1443.18994140625,49400988
2024-09,1430.0,1759.8800048828125,1245.8299560546875,1748.0,97301165
2024-10,1910.0,1910.0,1478.9599609375,1527.7900390625,98683478
2024-11,1521.0,1667.1099853515625,1488.8800048828125,1525.739990234375,74367521
2024-12,1526.0,1579.72998046875,1508.0699462890625,1524.0,67016193
2025-01,1524.0,1524.489990234375,1422.010009765625,1434.989990234375,51746013
2025-02,1434.989990234375,1528.3800048828125,1400.010009765625,1500.7900390625,59394785
2025-03,1502.5999755859375,1657.989990234375,1460.0999755859375,1561.0,67783270
2025-04,1564.0,1586.0,1462.0,1547.0,64105630
2025-05,1547.0,1645.0,1515.239990234375,1522.0,46424658
2025-06,1508.010009765625,1523.0,1401.1800537109375,1409.52001953125,68343362
2025-07,1409.0,1499.0,1400.0,1421.6700439453125,75755746
2025-08,1421.8699951171875,1496.0,1414.0,1480.0,87232517
2025-09,1482.199951171875,1538.02001953125,1428.010009765625,1443.989990234375,88736713
2025-10,1443.989990234375,1488.0,1415.1199951171875,1430.010009765625,64871148
2025-11,1431.0,1486.0699462890625,1420.010009765625,1450.5,60575962
2025-12,1451.0,1462.27001953125,1377.1700439453125,1377.1800537109375,63856302
2026-01,1377.1800537109375,1445.0,1322.010009765625,1401.0,117529983
2026-02,1425.0,1568.0,1411.6199951171875,1455.02001953125,80526506
2026-03,1450.0,1498.0699462890625,1383.199951171875,1450.0,78374538
2026-04,1464.489990234375,1477.4100341796875,1380.0,1384.7900390625,75592535
2026-05,1384.7900390625,1388.0,1250.0999755859375,1326.0,92581321
2026-06,1327.0,1327.0,1151.010009765625,1185.489990234375,91669233
2026-07,1180.0999755859375,1362.0,1166.3299560546875,1361.760009765625,110893774
